file_name,full_waveform_duration,full_waveform_kurtosis,full_waveform_max,full_waveform_mean,full_waveform_median,full_waveform_min,full_waveform_skew,full_waveform_std,swt_a_1_energy_entropy,swt_a_1_high_power_ratio,swt_a_1_higuchi_fractal,swt_a_1_low_power_ratio,swt_a_1_med_power_ratio,swt_a_2_energy_entropy,swt_a_2_high_power_ratio,swt_a_2_higuchi_fractal,swt_a_2_low_power_ratio,swt_a_2_med_power_ratio,swt_a_3_energy_entropy,swt_a_3_high_power_ratio,swt_a_3_higuchi_fractal,swt_a_3_low_power_ratio,swt_a_3_med_power_ratio,swt_a_4_energy_entropy,swt_a_4_high_power_ratio,swt_a_4_higuchi_fractal,swt_a_4_low_power_ratio,swt_a_4_med_power_ratio,swt_d_1_energy_entropy,swt_d_1_high_power_ratio,swt_d_1_higuchi_fractal,swt_d_1_low_power_ratio,swt_d_1_med_power_ratio,swt_d_2_energy_entropy,swt_d_2_high_power_ratio,swt_d_2_higuchi_fractal,swt_d_2_low_power_ratio,swt_d_2_med_power_ratio,swt_d_3_energy_entropy,swt_d_3_high_power_ratio,swt_d_3_higuchi_fractal,swt_d_3_low_power_ratio,swt_d_3_med_power_ratio,swt_d_4_energy_entropy,swt_d_4_high_power_ratio,swt_d_4_higuchi_fractal,swt_d_4_low_power_ratio,swt_d_4_med_power_ratio
HSU_5,762.924,8.22509223911209,1.2497238263760526,-0.01406370179575512,-0.04540570076324468,-1.268664873691123,0.16562931392927624,0.22745108356440155,-763661.6673464413,0.41533781036242257,1.0197458623490046,0.28845462220953166,0.10418572147923312,-1004774.5972703125,0.39506861055908427,1.0220488904504514,0.2879106093647657,0.0997484139646453,-1235478.8477436332,0.39465715710862354,1.0221044016154226,0.28784057388131484,0.09973011656187339,-1465306.4560703929,0.39472155397998165,1.0221131215379284,0.2878922967524856,0.09974685590414348,-2940235.083746476,0.3688155730344339,1.0430397794629553,0.4086021686431093,0.10639165218651624,-4485869.557377007,0.3434238684953647,1.0476720347502155,0.33320288983220064,0.1383673391446874,-6377135.358973656,0.3368895037807553,1.0505296652777216,0.3041252714807101,0.14949672264376326,-8369340.496853813,0.33526647773400103,1.0656186219407817,0.2739501362765852,0.15232458164649496
HSU_6,663.144,8.76980231371306,1.3103826630053832,0.0031362112879670828,-0.024108290260457466,-1.401546926243152,-0.5159545467286634,0.2448338027337692,-708207.6230586421,0.4144869958186719,1.0206779670329476,0.29331095449632083,0.10222140737057933,-918923.5966684262,0.3936108125491494,1.0233139709215588,0.29371197530722676,0.09791099082366918,-1119074.5726245341,0.39322658784455417,1.0233992202796778,0.29390498347648886,0.09787677259887474,-1318641.5498262553,0.39326064300652464,1.0234100160510744,0.2939841975431695,0.0978764908685646,-2393501.756084603,0.3664451196717303,1.043350198368724,0.4027703833531331,0.10525830635681868,-3792694.9412951735,0.3402120822044421,1.0480062859359451,0.32542388223167323,0.14204412181774584,-5408278.269305439,0.33346660642410514,1.0524443072044356,0.29769176131934005,0.15336769219586752,-7162321.918210025,0.33178848409151257,1.086765273868982,0.26875638851912137,0.1562423436305958
JTH_1,584.961,10.261539085766694,1.2888797166808785,-0.007695009865733289,-0.059539957885516165,-0.7604837843282599,2.3361045255044255,0.18391258112375275,-586315.6246963888,0.4422852623086712,1.0139804729930464,0.2659414257014827,0.11133554928155114,-764551.0005911647,0.4273407763728536,1.0149830344953978,0.26730837028847293,0.10784327723531698,-941049.774638921,0.427126818088015,1.0151041265114265,0.26783876677660656,0.10786594725997287,-1117217.4964804987,0.4271792331048871,1.0151313526979475,0.2680709625083213,0.10786362498716857,-2791680.4113631113,0.40542849053215585,1.0381606749541783,0.4133779099389572,0.10262877204084705,-4030632.409158151,0.3832287541256912,1.0455230078014368,0.3541775766985832,0.11138899175585032,-5523788.879700734,0.37731047839250903,1.0825903024835215,0.261713765902006,0.11592064453430398,-7085774.5581831625,0.37582891354007053,1.3625608400246159,0.500897200166719,0.1183052331493358
JTH_2,616.142,12.305232715363074,1.323978842648474,-0.001501343833199981,-0.03759076259818586,-1.042770161011979,2.0348139630234723,0.1826633951107954,-739709.3300257373,0.44340169467085083,1.0151210264269286,0.2873873843839167,0.10590384342521394,-928965.7475116368,0.42776159052916146,1.0165722544685973,0.28711131583124794,0.10194133073761186,-1114910.5567024488,0.4273751988396876,1.016695484228409,0.2871795860229977,0.10193894007338017,-1300389.8903655766,0.4273684721227363,1.016719868615343,0.28721573618937235,0.10196583888076884,-2849325.045339348,0.4041832596016092,1.0385010964485621,0.4175855839892017,0.10237901723962885,-4151344.460995864,0.3806822300613084,1.0434428822084554,0.3572190871014016,0.11276630228941287,-5724257.551761926,0.3743665750990081,1.0511023639149841,0.3310582407183777,0.12229152247695127,-7368918.04057743,0.3727742212866403,1.1050468972064325,0.30146351756533546,0.12472435861718066
JTH_3,687.257,14.310390653973958,1.9986883616703965,-0.011622273382160004,-0.04404778144557279,-0.8009166405951295,2.064015307022218,0.16977227703640727,-850881.1684037688,0.44614149920176244,1.0145218896959316,0.2897569572946351,0.10397634012055762,-1061533.7971296923,0.4310030611929169,1.016122395054037,0.29024164437924876,0.10033912422452938,-1269195.7642925808,0.4307745861904396,1.016241401973188,0.2903720089672659,0.10032373757117818,-1476188.7940888507,0.430840010479808,1.0162622640418322,0.290473081142029,0.10032505163548067,-3452678.9544086615,0.4082507923468708,1.0372941176723594,0.40723983230817434,0.10298789064996773,-4927077.296033542,0.38487851730523764,1.044315031847343,0.34901561097914924,0.11184431858804621,-6685868.795257975,0.37858312799154126,1.0801045869315296,0.33006073764328925,0.115453549418423,-8521557.120844174,0.37700129170139207,1.3574153281721808,0.3106777629110059,0.11777871936887699
JTH_4,596.87,12.419170768002797,1.291750303594486,0.023501013528906975,-0.01141546059139817,-1.3958650346086912,1.6407695988966045,0.17852915367302552,-855223.3921779528,0.4384195829615894,1.0156054236954064,0.3101525628659897,0.10362520805225774,-1038141.159084838,0.42201364619847614,1.0171644358175809,0.311526092134673,0.09995989154808115,-1218147.8695341756,0.4217508032752607,1.0173699225851653,0.311706786950337,0.09993067326072955,-1397843.113224317,0.4218341755532555,1.017510551574795,0.3116156252318446,0.09991693347197407,-2902966.932634892,0.3982469826762722,1.038925623447539,0.40213857183083984,0.10358141410122833,-4176117.066567431,0.37416141796130375,1.0517887674342636,0.2994895929803644,0.11454891223037328,-5700451.525735748,0.3677435702140185,1.1565514816362998,0.2751211603099916,0.12422419788495262,-7294416.897329782,0.36613378082997244,1.7270226545388017,0.30334801665402417,0.1267033615944422
JTH_5,729.139,13.794622646477094,1.4252999790331198,-0.010092988876073045,-0.040229886845561086,-1.5083504852701113,-0.5334245469542443,0.21244515675709483,-866841.9016663958,0.4389939649863929,1.014986153567299,0.27827806409588396,0.10421960993942203,-1091157.8972167654,0.42302347474040347,1.0165663488345076,0.2786735691562684,0.10035197257577226,-1311332.765759119,0.4227007359526546,1.0167015989791486,0.27910619746506515,0.10034025386391292,-1530879.6573416397,0.4227413414947993,1.0167227432275898,0.27932269582591335,0.10034263303736192,-3739666.917254396,0.39985064842056506,1.039465925756004,0.41027521559728297,0.10370146263826274,-5284095.197483104,0.37660709970355644,1.0496655325161162,0.3401879315355468,0.12075807748975381,-7139910.486433125,0.37044233324743553,1.1250490592819142,0.31423844068581436,0.13080272107543173,-9062769.850280264,0.3689020278554653,1.589075140586343,0.3062359390963394,0.13336796236907586
JTH_6,560.229,13.069358954084567,1.2461707491819387,-0.004442433635058528,-0.026388773174769925,-1.9019400434610978,1.4510703096771156,0.17528022036390936,-757854.8207928207,0.44930154700766806,1.0138390740089671,0.281822929177907,0.10938082880998434,-929749.3551587396,0.43497535574182117,1.0148031368549335,0.2817299655906829,0.10560509716770762,-1099093.162965466,0.434599324065618,1.0149242051051992,0.2814745595885186,0.1055415593321929,-1267810.9435573113,0.43458735601152115,1.0149369439522071,0.28133634760178694,0.10553113366525327,-2829915.2071360727,0.41257059324060813,1.036316224300689,0.4221267515810102,0.10098977135882965,-4024438.828195136,0.39007937215887306,1.0410086899239253,0.36789331848225487,0.11075005924049587,-5456469.731447169,0.3839757375141554,1.043204064332542,0.3482652092939102,0.11241404102688349,-6952264.072669159,0.3824275087663626,1.0531480125204011,0.34118045406643677,0.11277623263329246
KJH_1,636.434,3.1466238417038674,1.3634237373741251,-0.0014511269742725741,-0.0770762736994922,-2.2056206342927647,-0.12731302464834357,0.33111248724898334,-344709.8481902594,0.4484642570121783,1.012372309279578,0.26674945458212007,0.13700269833834414,-541769.8849328685,0.433082246844705,1.0127002901098987,0.26693493750041747,0.13318119103237053,-734087.6664439484,0.4327637808991495,1.012584898523751,0.2671105093204532,0.13322982062810418,-925710.252195153,0.43279495499173554,1.012572395200667,0.26720323065607543,0.1332710102124748,-2355114.1138560297,0.40907360057675557,1.0363398550643648,0.4470940193261683,0.09086882462687587,-3722385.086755252,0.3842040120527261,1.0417000083834602,0.4095493508770007,0.10136108762022003,-5348836.411006531,0.3774318881672172,1.0485322022532255,0.39455515729393903,0.10673440656870305,-7048109.963832099,0.37571673228086294,1.1078976697608116,0.38762382884180735,0.1091272303889297
KJH_2,599.318,3.2662301986113933,1.358326394267958,0.008920303203434272,-0.06272614393794129,-1.564664530569282,-0.009845085300571852,0.3174566820648508,-341270.14398449106,0.44516382239581376,1.012183352175473,0.27075021186376846,0.14068064655382584,-527366.4455116747,0.4288264971346281,1.0123403252968723,0.2706705914731312,0.1366802432783921,-708416.1179951763,0.4283738208352669,1.0122373947099037,0.27061468801741523,0.1366054622224418,-888897.3305903743,0.42834948011668866,1.0122297859762903,0.2705652034295845,0.13658535544282252,-2256596.1586284987,0.40376116550717833,1.035721623261523,0.4492035226792165,0.09255405525137078,-3549134.395872513,0.37810325601154515,1.0429356749320566,0.41636179049117406,0.10317743522443638,-5081987.426858729,0.37122858537432185,1.0693694044994786,0.40392062019216024,0.10519566013118566,-6682528.2337950785,0.3695055095681046,1.2860582540906729,0.3934539160031079,0.10565317110632877
KJH_3,732.544,2.6460393842257464,1.4259830786349708,-0.005560859917483657,-0.08027041165959782,-1.229622002973919,0.47669914307408007,0.3025901050619541,-475645.6805401496,0.4293874614496612,1.012373050798561,0.27829239486831053,0.12889719521008874,-703794.8722727555,0.4113833000266407,1.0131030327983324,0.27813304497918573,0.12482607339905122,-925101.3147592761,0.41088341431855213,1.0130240608559802,0.27815263319773736,0.12480567586886615,-1145737.4066709916,0.4108196062438832,1.0130197901287783,0.27815982065920275,0.12481679595645225,-3533675.5662256205,0.38578818252220914,1.038403412874475,0.4334002978882373,0.09614909737910003,-5100055.086845555,0.3616417508216642,1.044354947068272,0.38431714967829894,0.10661413169246235,-6867262.053984736,0.3553665249380492,1.0470127747544857,0.3640721850378075,0.11639242342198333,-8820913.217093708,0.35379444476676397,1.0528708841593446,0.2957479988534577,0.118904232682151
KJH_4,720.651,34.891049127659535,8.441729629002609,0.019991294283580298,-0.05109797085374065,-14.911920834247137,0.8544245465484673,0.2718812299776309,-567963.4318556146,0.3952415528689718,1.012588561216076,0.28363970958804363,0.1327154672033491,-788789.9164793002,0.3810309584565037,1.0139590225306385,0.2839004324476008,0.12861366193108836,-1006233.2073160224,0.39053771927713055,1.0147124170034199,0.28399875422256354,0.1286081480297844,-1223258.0620644845,0.39459805793991926,1.015263305919094,0.2840359127679256,0.1286317254809442,-3715042.837382522,0.36589237990463985,1.038990298435441,0.43546579636346217,0.09304109968955146,-5192511.969415504,0.33634373320142197,1.0515108074723476,0.38688332964188726,0.10830596187362446,-6970740.897277368,0.33123033638970795,1.1631543950550762,0.4991055185150895,0.11861883318230754,-8818520.239548668,0.3289779088403811,1.3420407597879647,0.5118611075809152,0.12122487468611298
KJH_5,439.114,2.8660049063632327,1.8743665470245203,-0.025989246350113696,-0.10791282712227623,-2.0460287128696923,0.041571616668251196,0.3721297455672002,-170310.3074176123,0.44857134414837624,1.0123237380253591,0.28374860040609096,0.1343468020666408,-305654.1764093772,0.43389804100801105,1.0126723120423182,0.28338307282363856,0.13011210785573962,-438255.1031405519,0.4336008792729584,1.0125833071177017,0.2830911106973692,0.1299610553763985,-570535.7709848637,0.4336692141308586,1.0125908077592694,0.28293696484430525,0.1298991447521417,-1599222.1746105477,0.41178608207146544,1.036467557101823,0.4417071451222368,0.09475771542949768,-2542798.071932761,0.3886097818557959,1.041766499734828,0.3975063969922476,0.10418637762420145,-3664818.0207750774,0.38232033603749394,1.0459768764051125,0.3755567859607489,0.1085036716632536,-4837538.344633786,0.3807378817616906,1.0593748503264284,0.2972040126329217,0.11090467549332224
KJH_6,619.431,5.132608071291221,1.2375672564091262,-0.0015645583652972718,-0.03706819774742483,-1.0846026438052967,0.3628181404877641,0.23969006327100673,-575328.903025783,0.4326967992094963,1.0137921035884419,0.26968616330655326,0.12759222350170057,-763855.7898435849,0.4138307430026182,1.0146309679082366,0.2695924041478873,0.12348665538797178,-950720.3848079313,0.41342500708320434,1.0145694978699262,0.269525712181195,0.12347195746157026,-1137250.5942146212,0.413444109144351,1.0145655506025522,0.26950135014729537,0.12347772335007047,-2462699.1271045688,0.38691042162728967,1.0379752125198711,0.4387979756266002,0.09614677357148148,-3776878.355423351,0.35972602579093677,1.0438542807082412,0.3924460647208954,0.1092491117170798,-5357017.1033677235,0.3525076120523145,1.0462213216342904,0.3749839908753706,0.11939269758533869,-7010044.508132211,0.3506949830793832,1.0591793836245516,0.3699265489401081,0.12199760453172975
KJM_1,730.929,0.967220664755045,1.3998198157192263,-0.007875279301921126,-0.13986653655479647,-1.0730442149126578,1.182507604638801,0.3303049375688075,-246115.8834232114,0.4613537825385995,1.0118385908066627,0.3236022672376244,0.1179430517148309,-462253.5262180704,0.4477345636486255,1.0129567803105064,0.32362608606770554,0.11363390330050575,-681255.0064761331,0.4474661224742201,1.0129882078517483,0.32375265448453505,0.11341571862953358,-901175.9809637908,0.4475168340887419,1.012995041868945,0.3238548131300359,0.11335890994669579,-3042514.329851649,0.424507012449357,1.03732165150262,0.4195725573669771,0.09766107040000475,-4571525.911359631,0.39904843697187165,1.0416121236370437,0.3732815953827441,0.10818315291732691,-6403067.783285509,0.39198181444402647,1.0475525316865528,0.35507745398542234,0.11014625237758227,-8340735.747179374,0.3901902217135433,1.0926682553129876,0.28751847162173055,0.11058577673666264
KJM_2,626.45,1.7662626885036188,1.503595496734148,-0.018010819804895998,-0.1427769249559664,-1.1551842698998924,1.4692726990179235,0.3352247276531307,-209319.37460092796,0.4529182265970125,1.0121718541215865,0.3287810099380821,0.12349892219503866,-399043.2587540098,0.43762511479242633,1.013484794189721,0.3292294764063909,0.11972925392411209,-587099.9335718517,0.4372684675663823,1.0135217495297695,0.32936431862765886,0.11989941565488729,-775607.8606407964,0.4372683063420816,1.0135446840099318,0.3293854048707442,0.12000368457166566,-2334496.046542242,0.41299555683278194,1.0384127799095382,0.4204215405940373,0.09801070789281519,-3660667.862106426,0.38651457076841117,1.044309591153748,0.3754344906123711,0.10816816583520028,-5259274.757898048,0.37909253049789005,1.0682032474164478,0.3368254825151388,0.11002906418158116,-6931869.171270332,0.3771969305394709,1.248419349305673,0.41520343599407794,0.11044672666564238
KJM_3,668.759,3.2775161789599485,1.3085935880227217,-0.010776737235672872,-0.09883215423772859,-0.9612106361486498,1.5271934848417537,0.2418464182613351,-408364.3957663129,0.4446981228020443,1.013266392966372,0.2814365440299243,0.12331094432044619,-615713.9192612541,0.4276867493384206,1.0147564652345265,0.28067593777254946,0.11924000011049082,-817805.8030635422,0.4273363868187495,1.0148373135493447,0.2804268888680994,0.1190725156180416,-1019143.3023275097,0.4273504358107629,1.0148578437192164,0.2803606037008977,0.11897903313910191,-2571288.683271472,0.40217520605570145,1.0386275250986847,0.41852849118645447,0.10025000543966579,-3975720.495229554,0.3759626987126668,1.0439374145106333,0.3667514604268815,0.10945898472073358,-5680288.064172646,0.3690148328581471,1.05905032658956,0.3461223668368226,0.11805595476586782,-7465466.690170914,0.36728899557998274,1.189408467622856,0.291709667241915,0.12043072009503258
KJM_4,635.024,1.7456669602564787,1.1463309658266436,0.044890601435844134,-0.04445083694571606,-0.8251387614372079,1.333825231584986,0.2653185613270435,-466082.1478043301,0.44839323280776205,1.0119070105958647,0.3105693798661055,0.1137826267313802,-652832.035914943,0.4316923122953483,1.0133769414533615,0.3105479306293785,0.10956097389727429,-843322.4765749739,0.4314546626431561,1.0134923927243407,0.3106140395913402,0.1094817253600057,-1034389.6320435097,0.4316231500582207,1.0135077631980156,0.31065837118836087,0.10945154021370658,-3339604.0306202155,0.4064399701371129,1.0382485989864798,0.41157984266249426,0.10137158561358615,-4681939.529296714,0.3802345479051738,1.0425103276724599,0.3505592690946588,0.11634006648887403,-6227265.799084547,0.37320455182792744,1.045443886917249,0.32674651750307987,0.12600195158355584,-7882979.930352877,0.3714380014599634,1.0581099181875255,0.27228646227839215,0.12846758693348745
